_H:	|epc_ctr	|Epoch	cpy_cnt_sum_Outp_se_0	sum_lst_cycles	|epoch	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		1	
_D:	1	0	4		150		1	
_D:	1	0	3		150		1	
_D:	1	0	4		150		1	
_D:	1	0	3		150		1	
_D:	1	0	4		150		1	
_D:	1	0	2		150		1	
_D:	1	0	3		150		1	
_D:	1	0	4		150		1	
_D:	1	0	3		150		1	
_D:	1	0	4		150		0	
_D:	1	0	6		150		0	
_D:	1	0	4		150		0	
_D:	1	0	5		150		0	
_D:	1	0	7		150		0	
_D:	1	0	6		150		0	
_D:	1	0	5		150		0	
_D:	1	0	5		150		0	
_D:	1	0	5		150		0	
_D:	1	0	7		150		0	
_D:	1	0	5		150		1	
_D:	1	0	5		150		1	
_D:	1	0	4		150		1	
_D:	1	0	4		150		1	
_D:	1	0	5		150		1	
_D:	1	0	5		150		1	
_D:	1	0	4		150		1	
_D:	1	0	4		150		1	
_D:	1	0	4		150		1	
_D:	1	0	3		150		1	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	2		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	2		150		0	
_D:	1	0	4		150		1	
_D:	1	0	3		150		1	
_D:	1	0	3		150		1	
_D:	1	0	4		150		1	
_D:	1	0	3		150		1	
_D:	1	0	3		150		1	
_D:	1	0	5		150		1	
_D:	1	0	3		150		1	
_D:	1	0	3		150		1	
_D:	1	0	4		150		1	
_D:	1	0	3		150		0	
_D:	1	0	5		150		0	
_D:	1	0	4		150		0	
_D:	1	0	4		150		0	
_D:	1	0	4		150		0	
_D:	1	0	3		150		0	
_D:	1	0	2		150		0	
_D:	1	0	4		150		0	
_D:	1	0	3		150		0	
_D:	1	0	3		150		0	
_D:	1	0	4		150		1	
_D:	1	0	4		150		1	
_D:	1	0	4		150		1	
_D:	1	0	2		150		1	
_D:	1	0	2		150		1	
_D:	1	0	2		150		1	
_D:	1	0	3		150		1	
_D:	1	0	2		150		1	
_D:	1	0	3		150		1	
_D:	1	0	2		150		1	
